score,rank,count
359,73100,100
360,73000,100
361,72850,150
362,72700,150
363,72550,150
364,72400,150
365,72250,150
366,72100,150
367,71950,150
368,71800,150
369,71650,150
370,71500,150
371,71350,150
372,71200,150
373,71050,150
374,70900,150
375,70750,150
376,70600,150
377,70450,150
378,70300,150
379,70150,150
380,70000,150
381,69800,200
382,69600,200
383,69400,200
384,69200,200
385,69000,200
386,68800,200
387,68600,200
388,68400,200
389,68200,200
390,68000,200
391,67750,250
392,67500,250
393,67250,250
394,67000,250
395,66750,250
396,66500,250
397,66250,250
398,66000,250
399,65750,250
400,65500,250
401,65200,300
402,64900,300
403,64600,300
404,64300,300
405,64000,300
406,63700,300
407,63400,300
408,63100,300
409,62800,300
410,62500,300
411,62200,300
412,61900,300
413,61600,300
414,61300,300
415,61000,300
416,60700,300
417,60400,300
418,60100,300
419,59800,300
420,59500,300
421,59150,350
422,58800,350
423,58450,350
424,58100,350
425,57750,350
426,57400,350
427,57050,350
428,56700,350
429,56350,350
430,56000,350
431,55650,350
432,55300,350
433,54950,350
434,54600,350
435,54250,350
436,53900,350
437,53550,350
438,53200,350
439,52850,350
440,52500,350
441,52100,400
442,51700,400
443,51300,400
444,50900,400
445,50500,400
446,50100,400
447,49700,400
448,49300,400
449,48900,400
450,48500,400
451,48100,400
452,47700,400
453,47300,400
454,46900,400
455,46500,400
456,46100,400
457,45700,400
458,45300,400
459,44900,400
460,44500,400
461,44100,400
462,43700,400
463,43300,400
464,42900,400
465,42500,400
466,42100,400
467,41700,400
468,41300,400
469,40900,400
470,40500,400
471,40100,400
472,39700,400
473,39300,400
474,38900,400
475,38500,400
476,38100,400
477,37700,400
478,37300,400
479,36900,400
480,36500,400
481,36100,400
482,35700,400
483,35300,400
484,34900,400
485,34500,400
486,34100,400
487,33700,400
488,33300,400
489,32900,400
490,32500,400
491,32133,367
492,31767,366
493,31401,366
494,31035,366
495,30669,366
496,30302,367
497,29936,366
498,29570,366
499,29204,366
500,28838,366
501,28506,332
502,28175,331
503,27844,331
504,27513,331
505,27182,331
506,26850,332
507,26519,331
508,26188,331
509,25857,331
510,25526,331
511,25210,316
512,24895,315
513,24580,315
514,24265,315
515,23950,315
516,23635,315
517,23320,315
518,23005,315
519,22690,315
520,22375,315
521,22073,302
522,21772,301
523,21471,301
524,21170,301
525,20869,301
526,20568,301
527,20267,301
528,19966,301
529,19665,301
530,19364,301
531,19068,296
532,18773,295
533,18478,295
534,18183,295
535,17888,295
536,17593,295
537,17298,295
538,17003,295
539,16708,295
540,16413,295
541,16136,277
542,15859,277
543,15583,276
544,15306,277
545,15030,276
546,14753,277
547,14476,277
548,14200,276
549,13923,277
550,13647,276
551,13384,263
552,13122,262
553,12860,262
554,12598,262
555,12336,262
556,12073,263
557,11811,262
558,11549,262
559,11287,262
560,11025,262
561,10786,239
562,10548,238
563,10309,239
564,10071,238
565,9833,238
566,9594,239
567,9356,238
568,9117,239
569,8879,238
570,8641,238
571,8430,211
572,8219,211
573,8008,211
574,7797,211
575,7586,211
576,7375,211
577,7164,211
578,6953,211
579,6742,211
580,6531,211
581,6345,186
582,6159,186
583,5974,185
584,5788,186
585,5603,185
586,5417,186
587,5231,186
588,5046,185
589,4860,186
590,4675,185
591,4524,151
592,4373,151
593,4222,151
594,4071,151
595,3920,151
596,3769,151
597,3618,151
598,3467,151
599,3316,151
600,3166,150
601,3056,110
602,2946,110
603,2837,109
604,2727,110
605,2618,109
606,2508,110
607,2398,110
608,2289,109
609,2179,110
610,2070,109
611,2043,27
612,2016,27
613,1989,27
614,1962,27
615,1935,27
616,1908,27
617,1881,27
618,1854,27
619,1827,27
620,1800,27
621,1740,60
622,1680,60
623,1620,60
624,1560,60
625,1500,60
626,1440,60
627,1380,60
628,1320,60
629,1260,60
630,1200,60
631,1150,50
632,1100,50
633,1050,50
634,1000,50
635,950,50
636,900,50
637,850,50
638,800,50
639,750,50
640,700,50
641,665,35
642,630,35
643,595,35
644,560,35
645,525,35
646,490,35
647,455,35
648,420,35
649,385,35
650,350,35
651,325,25
652,300,25
653,275,25
654,250,25
655,225,25
656,200,25
657,175,25
658,150,25
659,125,25
660,100,25
661,93,7
662,86,7
663,79,7
664,72,7
665,65,7
666,58,7
667,51,7
668,44,7
669,37,7
670,30,7
671,27,3
672,25,2
673,22,3
674,20,2
675,17,3
676,15,2
677,12,3
678,10,2
679,7,3
680,5,2
