score,rank,count
489,95909,454
488,96364,455
487,96818,454
486,97273,455
485,97727,454
484,98182,455
483,98636,454
482,99091,455
481,99545,454
480,100000,455
479,123761,23761
478,124321,560
477,124881,560
476,125441,560
475,126001,560
474,126560,559
473,127120,560
472,127680,560
471,128240,560
470,128800,560
469,129360,560
468,129920,560
467,130480,560
466,131040,560
465,131600,560
464,132160,560
463,132720,560
462,133280,560
461,133840,560
460,134400,560
459,134960,560
458,135520,560
457,136080,560
456,136640,560
455,137200,560
454,137760,560
453,138320,560
452,138880,560
451,139440,560
450,140000,560
449,150601,10601
448,151201,600
447,151801,600
446,152401,600
445,153001,600
444,153601,600
443,154201,600
442,154801,600
441,155401,600
440,156001,600
439,156601,600
438,157201,600
437,157801,600
436,158401,600
435,159001,600
434,159601,600
433,160201,600
432,160801,600
431,161401,600
430,162001,600
429,162600,599
428,163200,600
427,163800,600
426,164400,600
425,165000,600
424,165600,600
423,166200,600
422,166800,600
421,167400,600
420,168000,600
419,168600,600
418,169200,600
417,169800,600
416,170400,600
415,171000,600
414,171600,600
413,172200,600
412,172800,600
411,173400,600
410,174000,600
409,174600,600
408,175200,600
407,175800,600
406,176400,600
405,177000,600
404,177600,600
403,178200,600
402,178800,600
401,179400,600
400,180000,600
399,173077,6923
398,173652,575
397,174227,575
396,174802,575
395,175377,575
394,175952,575
393,176527,575
392,177102,575
391,177677,575
390,178252,575
389,178827,575
388,179402,575
387,179977,575
386,180552,575
385,181127,575
384,181702,575
383,182277,575
382,182852,575
381,183427,575
380,184002,575
379,184576,574
378,185151,575
377,185726,575
376,186301,575
375,186876,575
374,187451,575
373,188026,575
372,188601,575
371,189176,575
370,189751,575
369,190326,575
368,190901,575
367,191476,575
366,192051,575
365,192626,575
364,193201,575
363,193776,575
362,194351,575
361,194926,575
360,195501,575
359,196076,575
358,196651,575
357,197226,575
356,197801,575
355,198376,575
354,198951,575
353,199526,575
352,200101,575
351,200676,575
350,201251,575
349,201826,575
348,202401,575
347,202976,575
346,203551,575
345,204126,575
344,204701,575
343,205276,575
342,205851,575
341,206426,575
340,207001,575
339,207575,574
338,208150,575
337,208725,575
336,209300,575
335,209875,575
334,210450,575
333,211025,575
332,211600,575
331,212175,575
330,212750,575
329,213325,575
328,213900,575
327,214475,575
326,215050,575
325,215625,575
324,216200,575
323,216775,575
322,217350,575
321,217925,575
320,218500,575
319,219075,575
318,219650,575
317,220225,575
316,220800,575
315,221375,575
314,221950,575
313,222525,575
312,223100,575
311,223675,575
310,224250,575
309,224825,575
308,225400,575
307,225975,575
306,226550,575
305,227125,575
304,227700,575
303,228275,575
302,228850,575
301,229425,575
300,230000,575
299,216541,13459
298,217081,540
297,217621,540
296,218161,540
295,218701,540
294,219241,540
293,219781,540
292,220321,540
291,220861,540
290,221401,540
289,221941,540
288,222481,540
287,223021,540
286,223561,540
285,224101,540
284,224641,540
283,225181,540
282,225721,540
281,226261,540
280,226801,540
279,227341,540
278,227881,540
277,228421,540
276,228961,540
275,229501,540
274,230041,540
273,230581,540
272,231121,540
271,231661,540
270,232201,540
269,232741,540
268,233281,540
267,233821,540
266,234361,540
265,234901,540
264,235441,540
263,235981,540
262,236521,540
261,237061,540
260,237601,540
259,238141,540
258,238681,540
257,239221,540
256,239761,540
255,240301,540
254,240841,540
253,241381,540
252,241921,540
251,242461,540
250,243001,540
249,243540,539
248,244080,540
247,244620,540
246,245160,540
245,245700,540
244,246240,540
243,246780,540
242,247320,540
241,247860,540
240,248400,540
239,248940,540
238,249480,540
237,250020,540
236,250560,540
235,251100,540
234,251640,540
233,252180,540
232,252720,540
231,253260,540
230,253800,540
229,254340,540
228,254880,540
227,255420,540
226,255960,540
225,256500,540
224,257040,540
223,257580,540
222,258120,540
221,258660,540
220,259200,540
219,259740,540
218,260280,540
217,260820,540
216,261360,540
215,261900,540
214,262440,540
213,262980,540
212,263520,540
211,264060,540
210,264600,540
209,265140,540
208,265680,540
207,266220,540
206,266760,540
205,267300,540
204,267840,540
203,268380,540
202,268920,540
201,269460,540
200,270000,540
199,273273,3273
198,273819,546
197,274364,545
196,274909,545
195,275455,546
194,276000,545
193,276546,546
192,277091,545
191,277637,546
190,278182,545
189,278727,545
188,279273,546
187,279818,545
186,280364,546
185,280909,545
184,281455,546
183,282000,545
182,282546,546
181,283091,545
180,283636,545
179,284182,546
178,284727,545
177,285273,546
176,285818,545
175,286364,546
174,286909,545
173,287454,545
172,288000,546
171,288545,545
170,289091,546
169,289636,545
168,290182,546
167,290727,545
166,291273,546
165,291818,545
164,292363,545
163,292909,546
162,293454,545
161,294000,546
160,294545,545
159,295091,546
158,295636,545
157,296181,545
156,296727,546
155,297272,545
154,297818,546
153,298363,545
152,298909,546
151,299454,545
