score,rank,count
382,177777,597
381,178411,634
380,179045,634
379,179690,645
378,180332,642
377,180965,633
376,181595,630
375,182175,580
374,182768,593
373,183390,622
372,183995,605
371,184558,563
370,185145,587
369,185745,600
368,186377,632
367,186959,582
366,187539,580
365,188102,563
364,188650,548
363,189217,567
362,189812,595
361,190365,553
360,190911,546
359,191507,596
358,192115,608
357,192656,541
356,193199,543
355,193795,596
354,194327,532
353,194886,559
352,195448,562
351,196014,566
350,196593,579
349,197144,551
348,197713,569
347,198280,567
346,198854,574
345,199456,602
344,199963,507
343,200498,535
342,201065,567
341,201647,582
340,202183,536
339,202724,541
338,203280,556
337,203753,473
336,204286,533
335,204806,520
334,205323,517
333,205852,529
332,206390,538
331,206924,534
330,207426,502
329,207908,482
328,208372,464
327,208889,517
326,209399,510
325,209918,519
324,210418,500
323,210928,510
322,211413,485
321,211899,486
320,212372,473
319,212887,515
318,213380,493
317,213871,491
316,214348,477
315,214826,478
314,215294,468
313,215781,487
312,216246,465
311,216698,452
310,217175,477
309,217649,474
308,218091,442
307,218548,457
306,218999,451
305,219466,467
304,219948,482
303,220406,458
302,220848,442
301,221262,414
300,221704,442
299,222136,432
298,222511,375
297,222965,454
296,223387,422
295,223790,403
294,224186,396
293,224597,411
292,225018,421
291,225410,392
290,225806,396
289,226213,407
288,226560,347
287,226966,406
286,227333,367
285,227733,400
284,228142,409
283,228555,413
282,228910,355
281,229270,360
280,229632,362
279,229976,344
278,230292,316
277,230650,358
276,230980,330
275,231317,337
274,231673,356
273,232018,345
272,232343,325
271,232672,329
270,233010,338
269,233335,325
268,233669,334
267,234000,331
266,234307,307
265,234602,295
264,234879,277
263,235173,294
262,235450,277
261,235753,303
260,235994,241
259,236279,285
258,236538,259
257,236804,266
256,237043,239
255,237310,267
254,237542,232
253,237785,243
252,238023,238
251,238258,235
250,238463,205
249,238688,225
248,238908,220
247,239137,229
246,239329,192
245,239520,191
244,239721,201
243,239918,197
242,240109,191
241,240298,189
240,240454,156
239,240627,173
238,240785,158
237,240946,161
236,241100,154
235,241261,161
234,241410,149
233,241554,144
232,241696,142
231,241841,145
230,241991,150
229,242124,133
228,242236,112
227,242340,104
226,242471,131
225,242572,101
224,242670,98
223,242765,95
222,242873,108
221,242956,83
220,243062,106
219,243148,86
218,243243,95
217,243333,90
216,243402,69
215,243477,75
214,243546,69
213,243621,75
212,243680,59
211,243741,61
210,243807,66
209,243860,53
208,243921,61
207,243976,55
206,244033,57
205,244084,51
204,244125,41
203,244174,49
202,244218,44
201,244259,41
200,244295,36
199,244331,36
198,244369,38
197,244412,43
196,244442,30
195,244473,31
194,244504,31
193,244532,28
192,244574,42
191,244599,25
190,244623,24
189,244643,20
188,244668,25
187,244697,29
186,244721,24
185,244742,21
184,244759,17
183,244774,15
182,244793,19
181,244807,14
180,244828,21
179,244842,14
178,244851,9
177,244863,12
176,244874,11
175,244883,9
174,244894,11
173,244900,6
172,244905,5
171,244915,10
170,244924,9
169,244929,5
168,244932,3
167,244940,8
166,244946,6
165,244956,10
164,244962,6
163,244964,2
162,244974,10
161,244982,8
160,244988,6
159,244995,7
158,245001,6
157,245004,3
156,245009,5
155,245012,3
154,245014,2
153,245020,6
152,245026,6
151,245029,3
150,245038,9
