score,rank,count
340,107056,547
339,107582,526
338,108132,550
337,108640,508
336,109128,488
334,110134,508
333,110618,484
332,111110,492
331,111616,506
330,112144,528
329,112620,476
328,113120,500
327,113633,513
326,114092,459
325,114590,498
324,115064,474
323,115561,497
322,116032,471
319,117481,480
318,117957,476
317,118421,464
316,118890,469
315,119322,432
314,119756,434
313,120226,470
312,120678,452
311,121157,479
310,121585,428
309,122029,444
308,122436,407
307,122872,436
306,123285,413
305,123749,464
304,124191,442
303,124632,441
302,125082,450
301,125516,434
300,125903,387
299,126330,427
298,126722,392
297,127100,378
296,127473,373
295,127877,404
294,128240,363
293,128630,390
292,128994,364
291,129367,373
290,129710,343
289,130087,377
288,130411,324
287,130746,335
286,131106,360
285,131468,362
284,131811,343
283,132151,340
281,132819,328
280,133118,299
279,133439,321
278,133764,325
277,134055,291
276,134381,326
274,134955,263
273,135224,269
272,135508,284
271,135771,263
270,136024,253
269,136302,278
268,136550,248
267,136815,265
266,137076,261
265,137305,229
264,137559,254
263,137791,232
262,138007,216
261,138244,237
260,138473,229
259,138689,216
258,138874,185
257,139091,217
256,139313,222
255,139509,196
254,139717,208
253,139901,184
252,140083,182
251,140289,206
250,140475,186
249,140627,152
248,140821,194
247,140986,165
246,141139,153
245,141286,147
244,141447,161
243,141596,149
242,141762,166
241,141906,144
239,142201,142
238,142357,156
237,142483,126
236,142625,142
235,142732,107
234,142871,139
232,143115,128
231,143225,110
230,143345,120
229,143452,107
228,143555,103
227,143652,97
226,143740,88
225,143836,96
224,143923,87
223,144004,81
222,144095,91
221,144185,90
220,144276,91
219,144347,71
218,144433,86
217,144504,71
216,144573,69
215,144651,78
214,144719,68
212,144867,76
210,144978,46
209,145028,50
208,145081,53
207,145133,52
206,145187,54
205,145246,59
204,145297,51
203,145345,48
202,145384,39
201,145434,50
200,145482,48
199,145522,40
197,145601,36
196,145638,37
195,145678,40
194,145707,29
193,145749,42
192,145789,40
190,145849,30
189,145881,32
188,145910,29
187,145943,33
186,145970,27
185,145998,28
184,146022,24
183,146049,27
182,146076,27
181,146104,28
180,146121,17
179,146151,30
177,146190,24
176,146215,25
175,146242,27
174,146259,17
173,146278,19
172,146300,22
171,146322,22
170,146340,18
169,146349,9
168,146365,16
167,146387,22
165,146426,20
164,146453,27
163,146470,17
161,146495,16
160,146505,10
159,146510,5
158,146516,6
157,146524,8
156,146530,6
155,146540,10
153,146558,8
152,146569,11
151,146577,8
