score,rank,count
504,76838,685
503,77491,653
502,78152,661
501,78798,646
500,79456,658
499,80073,617
498,80722,649
497,81403,681
496,82064,661
495,82662,598
494,83332,670
493,84010,678
492,84697,687
491,85349,652
490,85998,649
489,86617,619
488,87269,652
487,87916,647
486,88576,660
485,89291,715
484,89970,679
483,90615,645
482,91235,620
481,91884,649
480,92571,687
479,93248,677
478,93886,638
477,94563,677
476,95249,686
475,95919,670
474,96587,668
473,97246,659
472,97873,627
471,98532,659
470,99157,625
469,99801,644
468,100469,668
467,101102,633
466,101800,698
465,102460,660
464,103168,708
463,103867,699
462,104514,647
461,105161,647
460,105845,684
459,106504,659
458,107139,635
457,107847,708
456,108537,690
455,109228,691
454,109879,651
453,110505,626
452,111186,681
451,111818,632
450,112499,681
449,113211,712
448,113839,628
447,114498,659
446,115194,696
445,115849,655
444,116493,644
443,117154,661
442,117824,670
441,118494,670
440,119161,667
439,119829,668
438,120494,665
437,121115,621
436,121791,676
435,122410,619
434,123049,639
433,123722,673
432,124414,692
431,125100,686
430,125740,640
429,126357,617
428,127030,673
427,127732,702
426,128451,719
425,129100,649
424,129793,693
423,130492,699
422,131142,650
421,131776,634
420,132421,645
419,133071,650
418,133702,631
417,134375,673
416,135095,720
415,135736,641
414,136411,675
413,137015,604
412,137710,695
411,138354,644
410,139022,668
409,139646,624
408,140297,651
407,140934,637
406,141585,651
405,142236,651
404,142845,609
403,143452,607
402,144100,648
401,144745,645
400,145346,601
399,145959,613
398,146587,628
397,147196,609
396,147831,635
395,148427,596
394,149031,604
393,149662,631
392,150288,626
391,150943,655
390,151559,616
389,152179,620
388,152790,611
387,153390,600
386,153964,574
385,154561,597
384,155123,562
383,155770,647
382,156356,586
381,156932,576
380,157522,590
379,158150,628
378,158718,568
377,159289,571
376,159863,574
375,160377,514
374,160906,529
373,161475,569
372,162036,561
371,162578,542
370,163133,555
369,163721,588
368,164253,532
367,164801,548
366,165339,538
365,165921,582
364,166477,556
363,167061,584
362,167609,548
361,168127,518
360,168681,554
359,169228,547
358,169781,553
357,170310,529
356,170838,528
355,171372,534
354,171923,551
353,172429,506
352,172982,553
351,173500,518
350,174025,525
349,174548,523
348,175076,528
347,175588,512
346,176109,521
345,176592,483
344,177096,504
343,177598,502
342,178107,509
341,178632,525
340,179160,528
339,179675,515
338,180190,515
337,180685,495
336,181194,509
335,181704,510
334,182214,510
333,182738,524
332,183229,491
331,183709,480
330,184223,514
329,184704,481
328,185173,469
327,185630,457
326,186094,464
325,186555,461
324,187032,477
323,187451,419
322,187894,443
321,188332,438
320,188814,482
319,189248,434
318,189707,459
317,190152,445
316,190628,476
315,191082,454
314,191516,434
313,191937,421
312,192374,437
311,192795,421
310,193198,403
309,193646,448
308,194061,415
307,194503,442
306,194949,446
305,195336,387
304,195783,447
303,196200,417
302,196630,430
301,197060,430
300,197433,373
299,197794,361
298,198197,403
297,198621,424
296,199025,404
295,199416,391
294,199795,379
293,200201,406
292,200580,379
291,200937,357
290,201319,382
289,201693,374
288,202030,337
287,202355,325
286,202701,346
285,203086,385
284,203425,339
283,203735,310
282,204091,356
281,204433,342
280,204765,332
279,205107,342
278,205433,326
277,205750,317
276,206078,328
275,206393,315
274,206692,299
273,207001,309
272,207295,294
271,207607,312
270,207887,280
269,208185,298
268,208487,302
267,208768,281
266,209050,282
265,209314,264
264,209589,275
263,209872,283
262,210109,237
261,210332,223
260,210587,255
259,210834,247
258,211045,211
257,211307,262
256,211538,231
255,211746,208
254,211929,183
253,212136,207
252,212347,211
251,212540,193
250,212735,195
249,212913,178
248,213091,178
247,213268,177
246,213444,176
245,213615,171
244,213777,162
243,213953,176
242,214124,171
241,214280,156
240,214457,177
239,214626,169
238,214779,153
237,214940,161
236,215078,138
235,215215,137
234,215351,136
233,215468,117
232,215576,108
231,215710,134
230,215826,116
229,215936,110
228,216034,98
227,216134,100
226,216235,101
225,216336,101
224,216448,112
223,216529,81
222,216625,96
221,216710,85
220,216787,77
219,216869,82
218,216944,75
217,217033,89
216,217101,68
215,217162,61
214,217212,50
213,217272,60
212,217338,66
211,217394,56
210,217451,57
209,217512,61
208,217573,61
207,217615,42
206,217662,47
205,217706,44
204,217743,37
203,217784,41
202,217829,45
201,217865,36
200,217907,42
199,217945,38
198,217969,24
197,218003,34
196,218026,23
195,218062,36
194,218088,26
193,218115,27
192,218133,18
191,218156,23
190,218173,17
189,218201,28
188,218222,21
187,218243,21
186,218262,19
185,218278,16
184,218296,18
183,218316,20
182,218328,12
181,218344,16
180,218362,18
179,218375,13
178,218390,15
177,218404,14
176,218413,9
175,218425,12
174,218430,5
173,218435,5
172,218444,9
171,218450,6
170,218457,7
169,218467,10
168,218470,3
167,218476,6
166,218479,3
165,218487,8
164,218491,4
163,218499,8
162,218503,4
161,218509,6
160,218512,3
159,218516,4
158,218520,4
157,218531,11
156,218539,8
155,218542,3
154,218546,4
153,218550,4
152,218552,2
151,218552,0
150,218557,5
