score,rank,count
470,84396,22
471,81553,2843
472,80489,1064
473,80488,1
474,80487,1
475,78715,1772
476,78714,1
477,76874,1840
478,76873,1
479,75683,1190
480,74919,764
481,73414,1505
482,73413,1
483,73412,1
484,73071,341
485,70797,2274
486,70796,1
487,69794,1002
488,69695,99
489,69057,638
490,67694,1363
491,66453,1241
492,66452,1
493,64783,1669
494,64497,286
495,63976,521
496,62579,1397
497,62578,1
498,61876,702
499,61875,1
500,59647,2228
501,59646,1
502,59154,492
503,57578,1576
504,57575,3
505,57166,409
506,56614,552
507,54387,2227
508,54386,1
509,54021,365
510,54020,1
511,52220,1800
512,52219,1
513,51532,687
514,50334,1198
515,50227,107
516,49514,713
517,48942,572
518,48341,601
519,47539,802
520,47190,349
521,46116,1074
522,45931,185
523,44783,1148
524,43508,1275
525,43062,446
526,42621,441
527,42195,426
528,40453,1742
529,40117,336
530,40116,1
531,38583,1533
532,37846,737
533,37792,54
534,37752,40
535,36419,1333
536,36286,133
537,35479,807
538,34004,1475
539,34003,1
540,32956,1047
541,32795,161
542,32129,666
543,31032,1097
544,30180,852
545,30179,1
546,29064,1115
547,29063,1
548,28732,331
549,27990,742
550,27681,309
551,27074,607
552,26312,762
553,25277,1035
554,25120,157
555,23778,1342
556,23702,76
557,23044,658
558,22659,385
559,22073,586
560,21412,661
561,21123,289
562,20728,395
563,19573,1155
564,19193,380
565,18555,638
566,18554,1
567,17989,565
568,17750,239
569,16785,965
570,16201,584
571,16200,1
572,15872,328
573,15059,813
574,14689,370
575,14100,589
576,14099,1
577,13328,771
578,12994,334
579,12358,636
580,12312,46
581,11613,699
582,11424,189
583,11181,243
584,10871,310
585,10613,258
586,10055,558
587,9842,213
588,9278,564
589,9038,240
590,8589,449
591,8483,106
592,8214,269
593,8146,68
594,7614,532
595,7478,136
596,7258,220
597,7158,100
598,6886,272
599,6442,444
600,6351,91
601,6121,230
602,6030,91
603,5690,340
604,5506,184
605,5268,238
606,5063,205
607,5015,48
608,4744,271
609,4588,156
610,4389,199
611,4235,154
612,3996,239
613,3973,23
614,3744,229
615,3582,162
616,3501,81
617,3288,213
618,3234,54
619,3019,215
620,2876,143
621,2834,42
622,2658,176
623,2523,135
624,2483,40
625,2281,202
626,2242,39
627,2065,177
628,1948,117
629,1843,105
630,1723,120
631,1678,45
632,1559,119
633,1483,76
634,1451,32
635,1343,108
636,1270,73
637,1186,84
638,1104,82
639,1057,47
640,971,86
641,930,41
642,872,58
643,833,39
644,776,57
645,715,61
646,679,36
647,641,38
648,571,70
649,539,32
650,492,47
651,455,37
652,425,30
653,404,21
654,361,43
655,338,23
656,308,30
657,283,25
658,251,32
659,226,25
660,190,36
661,182,8
662,179,3
663,169,10
664,162,7
665,157,5
666,150,7
667,141,9
668,137,4
669,128,9
670,120,8
671,113,7
672,104,9
673,99,5
674,92,7
675,84,8
676,77,7
677,69,8
678,61,8
679,54,7
680,47,7
