score,rank,count
378,183025,1007
377,184128,1103
376,185180,1052
375,186338,1158
373,188421,1053
372,189528,1107
371,190534,1006
370,191621,1087
369,192752,1131
368,193750,998
367,194764,1014
366,195792,1028
365,196771,979
364,197822,1051
363,198853,1031
362,199912,1059
361,200951,1039
360,201941,990
359,202961,1020
358,203959,998
357,204993,1034
356,205993,1000
355,206994,1001
354,207949,955
353,208949,1000
352,209971,1022
350,212000,993
349,212989,989
347,214936,982
346,215937,1001
344,217843,923
343,218844,1001
342,219828,984
341,220802,974
340,221710,908
339,222710,1000
338,223719,1009
337,224682,963
336,225602,920
335,226538,936
334,227456,918
333,228409,953
332,229355,946
331,230275,920
330,231213,938
329,232113,900
328,232985,872
327,233899,914
326,234734,835
325,235593,859
324,236464,871
323,237308,844
321,239093,891
320,239985,892
319,240814,829
318,241666,852
317,242473,807
316,243305,832
315,244113,808
314,244963,850
313,245813,850
312,246642,829
311,247441,799
310,248276,835
309,249129,853
308,249928,799
307,250754,826
306,251506,752
305,252315,809
304,253133,818
303,253910,777
302,254698,788
301,255478,780
300,256223,745
298,257641,692
297,258347,706
295,259767,700
294,260457,690
292,261809,695
291,262532,723
290,263193,661
289,263867,674
288,264523,656
287,265143,620
286,265755,612
285,266366,611
284,266941,575
283,267548,607
282,268128,580
281,268716,588
280,269345,629
279,269929,584
278,270517,588
277,271097,580
276,271723,626
275,272290,567
274,272803,513
273,273323,520
272,273880,557
271,274374,494
269,275323,466
268,275813,490
267,276294,481
266,276775,481
265,277211,436
264,277693,482
263,278135,442
262,278568,433
261,278996,428
260,279382,386
259,279823,441
258,280232,409
257,280649,417
256,281056,407
255,281425,369
254,281807,382
253,282170,363
252,282506,336
251,282862,356
250,283192,330
249,283538,346
248,283859,321
246,284451,288
245,284729,278
243,285272,279
242,285555,283
240,286062,278
239,286316,254
238,286592,276
237,286829,237
236,287071,242
235,287277,206
234,287475,198
233,287699,224
232,287919,220
231,288124,205
230,288316,192
229,288507,191
228,288687,180
227,288887,200
226,289067,180
225,289232,165
224,289397,165
223,289562,165
222,289720,158
221,289849,129
220,289998,149
219,290132,134
217,290401,126
216,290532,131
215,290656,124
214,290768,112
213,290870,102
212,290977,107
211,291082,105
210,291186,104
209,291297,111
208,291378,81
207,291478,100
206,291546,68
205,291649,103
204,291725,76
203,291817,92
202,291904,87
201,291974,70
200,292048,74
199,292117,69
198,292195,78
197,292257,62
196,292320,63
194,292430,52
193,292495,65
191,292622,62
190,292681,59
188,292797,54
187,292844,47
186,292894,50
185,292943,49
184,292996,53
183,293038,42
182,293097,59
181,293135,38
180,293197,62
179,293252,55
178,293302,50
177,293345,43
176,293391,46
175,293428,37
174,293485,57
173,293533,48
172,293564,31
171,293608,44
170,293640,32
169,293672,32
168,293703,31
167,293729,26
165,293820,52
164,293848,28
163,293885,37
162,293917,32
161,293946,29
160,293971,25
159,294005,34
158,294046,41
157,294076,30
156,294113,37
155,294146,33
154,294169,23
153,294204,35
152,294236,32
151,294266,30
150,294287,21
149,294312,25
148,294331,19
147,294358,27
146,294390,32
145,294408,18
144,294426,18
142,294446,9
141,294461,15
139,294504,17
138,294511,7
136,294532,15
135,294547,15
134,294562,15
133,294569,7
132,294581,12
131,294594,13
130,294606,12
129,294619,13
128,294626,7
127,294634,8
126,294641,7
125,294652,11
124,294658,6
123,294670,12
122,294684,14
121,294695,11
120,294702,7
119,294706,4
118,294715,9
117,294724,9
116,294736,12
115,294744,8
113,294763,7
112,294774,11
111,294783,9
110,294794,11
109,294801,7
108,294805,4
107,294818,13
106,294833,15
105,294842,9
104,294848,6
103,294853,5
102,294861,8
101,294870,9
100,294878,8
