score,rank,count
379,186703,527
378,187251,548
377,187738,487
376,188237,499
375,188739,502
374,189225,486
373,189734,509
372,190239,505
371,190742,503
370,191231,489
369,191707,476
368,192222,515
367,192673,451
365,193660,502
364,194184,524
363,194654,470
361,195585,496
360,196066,481
359,196582,516
358,197091,509
357,197554,463
356,198008,454
355,198498,490
354,198975,477
352,199934,486
350,200853,459
349,201305,452
348,201774,469
347,202230,456
346,202681,451
345,203094,413
343,203966,426
342,204392,426
341,204837,445
340,205317,480
339,205736,419
338,206171,435
337,206643,472
336,207063,420
335,207551,488
334,207991,440
333,208444,453
332,208872,428
331,209296,424
330,209715,419
329,210125,410
328,210555,430
327,210955,400
326,211382,427
325,211789,407
324,212205,416
323,212633,428
322,213048,415
321,213459,411
320,213888,429
319,214316,428
318,214708,392
317,215108,400
316,215522,414
315,215929,407
314,216312,383
313,216696,384
312,217065,369
311,217450,385
310,217854,404
308,218592,3380
307,218967,375
306,219320,353
305,219692,372
304,220091,399
302,220832,374
301,221158,326
300,221476,318
299,221823,347
298,222171,348
297,222532,361
296,222896,364
295,223238,342
294,223565,327
293,223905,340
292,224262,357
291,224581,319
290,224919,338
289,225254,335
288,225596,342
287,225922,326
286,226259,337
285,226566,307
284,226910,344
283,227184,274
282,227504,320
281,227776,272
280,228050,274
279,228336,286
278,228624,288
277,228900,276
276,229215,315
275,229532,317
274,229849,317
273,230118,269
272,230415,297
271,230666,251
270,230913,247
269,231184,271
268,231474,290
266,231982,253
265,232253,271
264,232539,286
263,232774,235
262,233023,249
260,233478,232
259,233726,248
258,233956,230
257,234147,191
256,234346,199
255,234553,207
254,234776,223
253,234982,206
252,235206,224
251,235431,225
250,235625,194
249,235831,206
248,236012,181
247,236208,196
246,236409,201
245,236603,194
244,236780,177
243,236956,176
242,237132,176
241,237305,173
240,237451,146
239,237586,135
238,237729,143
237,237871,142
235,238150,154
234,610,4675
233,238414,125
232,238546,132
231,238666,120
230,238768,102
229,238885,117
228,239012,127
227,239110,98
226,239202,92
224,239387,85
223,239483,96
222,239558,75
221,239653,95
220,239733,80
218,239895,72
217,239976,81
216,240041,65
215,240105,64
214,240165,60
213,240225,60
212,240292,67
211,240347,55
210,240405,58
209,240448,43
208,240497,49
207,240535,38
206,240576,41
205,240621,45
204,240662,41
203,240698,36
202,240738,40
201,240772,34
200,240809,37
199,240835,26
198,240863,28
197,240889,26
196,240925,36
195,240951,26
194,240978,27
193,241003,25
192,241023,20
191,241045,22
190,241066,21
188,241091,14
187,241110,19
186,241136,26
185,241161,25
184,241179,18
183,241199,20
182,241216,17
181,241236,20
180,241254,18
179,241277,23
178,241299,22
177,241317,18
176,241329,12
175,241341,12
174,241360,19
173,241369,9
172,241382,13
171,241396,14
170,241408,12
169,241425,17
167,241453,13
166,241463,10
165,241472,9
164,241482,10
163,241489,7
162,241497,8
161,241503,6
160,241513,10
159,241516,3
158,241526,10
157,241534,8
156,241543,9
155,241548,5
154,241554,6
153,241559,5
151,241578,8
150,241587,3
